,links,id,objectNumber,title,hasImage,principalOrFirstMaker,longTitle,showImage,permitDownload,webImage,headerImage,productionPlaces
27,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-52.602', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-52.602'}",,RP-P-OB-52.602,Walrus bij Spitsbergen,True,,,False,False,,,[]
28,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-46.795', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-46.795'}",,RP-P-OB-46.795,Feestmaal van Cleopatra,True,,,False,False,,,[]
29,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1985-7-2-4', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1985-7-2-4'}",,NG-1985-7-2-4,Woonkamer met zoon Jantje en spinnende slavin Flora,True,,,False,False,,,[]
30,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1898-A-20523', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1898-A-20523'}",,RP-P-1898-A-20523,Herder en herderin met vee bij avondlicht,True,,,False,False,,,[]
31,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-RAK-1997-1', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-RAK-1997-1'}",,AK-RAK-1997-1,Durga Killing the Buffalo Demon,True,,,False,False,,,[]
32,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-27.458', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.458'}",,RP-P-OB-27.458,Winter,True,,,False,False,,,[]
33,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1998-1', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1998-1'}",,BK-1998-1,Head of John the Baptist,True,,,False,False,,,[]
34,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16464', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16464'}",,BK-16464,Archiefkast van de Staten Generaal,True,,,False,False,,,[]
35,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1960-243', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1960-243'}",,RP-T-1960-243,"O Grave, where is thy Victory?",True,,,False,False,,,[]
36,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1996-15', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1996-15'}",,BK-1996-15,Wall cabinet,True,,,False,False,,,[]
37,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-F-1996-60', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-F-1996-60'}",,RP-F-1996-60,Gezicht op Parijs,False,,,False,False,,,[]
38,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-15337', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-15337'}",,BK-15337,Folding X-chair,True,,,False,False,,,[]
39,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17397', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17397'}",,BK-17397,Lidded vase,True,,,False,False,,,[]
40,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-C-1997-2', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-C-1997-2'}",,BK-C-1997-2,Triton Blowing a Conch Shell,True,,,False,False,,,[]
41,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1995-4', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1995-4'}",,BK-1995-4,Dice glass,True,,,False,False,,,[]
42,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-311', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-311'}",,NG-311,Armchair used by President Paul Kruger,True,,,False,False,,,[]
43,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4957', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4957'}",,SK-A-4957,"Portrait of Johanna Le Maire, Wife of Pieter van Son",True,,,False,False,,,[]
44,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-532', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-532'}",,NG-532,Ambtskostuum van J.R. Thorbecke als minister van Binnenlandse Zaken,True,,,False,False,,,[]
45,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1961-101', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1961-101'}",,BK-1961-101,Ruit met de Bruiloft te Kana,True,,,False,False,,,[]
46,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-2002-23-14', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-2002-23-14'}",,NG-2002-23-14,Target gun used by the Guild of Arquebusiers in Amsterdam,True,,,False,False,,,[]
47,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1964-14-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1964-14-A'}",,BK-1964-14-A,Pair of marriage goblets with lids,True,,,False,False,,,[]
48,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1878-A-925', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1878-A-925'}",,RP-P-1878-A-925,Een triton die op een schelp blaast,True,,,False,False,,,[]
49,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17494', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17494'}",,BK-17494,Cockatoo,True,,,False,False,,,[]
50,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1972-17', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1972-17'}",,NG-1972-17,Kakemono familie Cock Blomhoff,True,,,False,False,,,[]
51,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1959-10', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1959-10'}",,BK-1959-10,"Kom, veelkleurig beschilderd met een voorstelling naar 'A Midnight Modern Conversation' van William Hogarth",True,,,False,False,,,[]
52,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4910', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4910'}",,SK-A-4910,Allegory on the French Invasion of 1672,True,,,False,False,,,[]
53,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1964-5', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1964-5'}",,BK-1964-5,Seven plates from the service of Stadtholder William v,True,,,False,False,,,[]
54,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17420-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17420-A'}",,BK-17420-A,"Theepot met deksel, veelkleurig beschilderd met chinoiserieën",True,,,False,False,,,[]
55,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-2000-3', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-2000-3'}",,BK-2000-3,Rand gekleurde naaldkant oorspronkelijk voor een kussen of kleed en nu gemonteerd op groen fluweel,True,,,False,False,,,[]
56,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4921', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4921'}",,SK-A-4921,Calvary,True,,,False,False,,,[]
57,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1989-16', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1989-16'}",,BK-1989-16,Cabinet,True,,,False,False,,,[]
58,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1912-2395', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1912-2395'}",,RP-P-1912-2395,Poster for Delft Salad Oil,True,,,False,False,,,[]
59,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-13112', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-13112'}",,BK-NM-13112,"Onregelmatig golvende plooikraag van linnenbatist, bestaande uit een lange strook die aan een linnen boord is geplooid met een kleine randversiering in stiksteek, gemerkt met kruissteek in rode zijde 'CY'",True,,,False,False,,,[]
60,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-2000-2', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-2000-2'}",,BK-2000-2,"Japon met halflange mouwen en sleep, van katoenen veterkant met vullingen van naaldkant",True,,,False,False,,,[]
61,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-1462', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-1462'}",,AK-MAK-1462,Spiegel versierd met vier apen,True,,,False,False,,,[]
62,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-71-A', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-71-A'}",,NG-71-A,"Geuzennap, volgens overlevering toebehoord hebbende aan de graaf van Egmond",True,,,False,False,,,[]
63,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-7325', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-7325'}",,BK-NM-7325,Art cabinet,True,,,False,False,,,[]
64,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1994-160', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1994-160'}",,RP-T-1994-160,Dubbelportret van Dick Ket en zijn vader,True,,,False,False,,,[]
65,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-F-F00634', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-F-F00634'}",,RP-F-F00634,"‘Bouquet’, Galloping",True,,,False,False,,,[]
66,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-14656', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-14656'}",,BK-14656,Dolls’ house of Petronella Dunois,True,,,False,False,,,[]
67,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-402-A', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-402-A'}",,NG-402-A,Johannes Diderik van Leeuwen,True,,,False,False,,,[]
68,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16480', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16480'}",,BK-16480,Tuinbank in Marotstijl,True,,,False,False,,,[]
69,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-1971', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-1971'}",,BK-NM-1971,Settle,True,,,False,False,,,[]
70,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-412', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-412'}",,NG-412,Diorama of Government Square in Paramaribo,True,,,False,False,,,[]
71,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-14382', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-14382'}",,BK-NM-14382,"Balpoottafel, ingelegd met ebben- en palmhout. Vaasvormige poten verbonden door dubbel Y-vormig geprofileerd kruis.",True,,,False,False,,,[]
72,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4644', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4644'}",,SK-A-4644,Shipwreck off a Rocky Coast,True,,,False,False,,,[]
73,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3119', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3119'}",,SK-A-3119,Portraits of Sir Thomas Gresham and Anne Fernely,True,,,False,False,,,[]
74,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4833', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4833'}",,SK-A-4833,Portrait of Haesje Jacobsdr van Cleyburg,True,,,False,False,,,[]
75,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3246', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3246'}",,SK-A-3246,The fishwife,True,,,False,False,,,[]
76,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1454', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1454'}",,SK-C-1454,Portrait of Lysbeth van Duvenvoorde,True,,,False,False,,,[]
77,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1751', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1751'}",,SK-A-1751,"Still Life with Quinces, Medlars and a Glass",True,,,False,False,,,[]
78,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4703', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4703'}",,SK-A-4703,Portrait of Raden Syarif Bustaman Saleh,True,,,False,False,,,[]
79,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-116', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-116'}",,SK-A-116,"Peter the Great, tsar of Russia",True,,,False,False,,,[]
80,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1618', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1618'}",,SK-C-1618,Portrait of Joris van Egmond,True,,,False,False,,,[]
81,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4057', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4057'}",,SK-A-4057,Young Woman in Fantasy Costume,True,,,False,False,,,[]
82,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2568', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2568'}",,SK-A-2568,Dancing couple,True,,,False,False,,,[]
83,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-321', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-321'}",,SK-A-321,Boatmen Moored on the Shore of an Italian Lake,True,,,False,False,,,[]
84,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-195', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-195'}",,SK-C-195,"Portrait of Mary Stuart (1662-95), Wife of Prince William III",True,,,False,False,,,[]
85,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-347', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-347'}",,SK-A-347,Bentheim Castle,True,,,False,False,,,[]
86,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4674', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4674'}",,SK-A-4674,Musical Company,True,,,False,False,,,[]
87,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-298', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-298'}",,SK-A-298,The Painter’s Studio,True,,,False,False,,,[]
88,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-205', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-205'}",,SK-C-205,Two Horses in a Meadow near a Gate,True,,,False,False,,,[]
89,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-351', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-351'}",,SK-A-351,"View of Haarlem from the Northwest, with the Bleaching Fields in the Foreground",True,,,False,False,,,[]
90,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-NM-6520', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-NM-6520'}",,AK-NM-6520,Nightlight in the form of a cat,True,,,False,False,,,[]
91,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3276', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3276'}",,SK-A-3276,Jeremiah Lamenting the Destruction of Jerusalem,True,,,False,False,,,[]
92,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1299', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1299'}",,SK-A-1299,Portrait of Philippus Baldaeus and Gerrit Mossopotam,True,,,False,False,,,[]
93,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3259', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3259'}",,SK-A-3259,River view near Deventer,True,,,False,False,,,[]
94,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3901', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3901'}",,SK-A-3901,The Tree of Jesse,True,,,False,False,,,[]
95,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-317', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-317'}",,SK-A-317,Orpheus and the Animals,True,,,False,False,,,[]
96,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-718', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-718'}",,SK-A-718,"Children Teaching a Cat to Dance, Known as ‘The Dancing Lesson’",True,,,False,False,,,[]
97,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-956', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-956'}",,SK-A-956,"Portrait of a Boy, possibly Louis of Nassau, later Lord of Beverweerd, De Leck, Odijk and Lekkerkerk, Illegitimate Son of Maurice, Prince of Orange, and Margaretha van Mechelen",True,,,False,False,,,[]
98,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-359', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-359'}",,SK-A-359,Interior of the Church of St Bavo in Haarlem,True,,,False,False,,,[]
99,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-393', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-393'}",,SK-C-393,"Officieren en andere schutters van wijk XIX in Amsterdam onder leiding van kapitein Cornelis Bicker en luitenant Frederick van Banchem, gereed voor de ontvangst van Maria de’ Medici, koningin-weduwe van Frankrijk, in september 1638",True,,,False,False,,,[]
